communicationId,policyholderId,repId,channel,sentDate,subject
COM0040,PH017,REP001,Email,2025-05-21,Service Request Update
COM0041,PH018,REP004,SMS,2025-08-01,Renewal Reminder
COM0042,PH018,REP012,Email,2025-06-21,Welcome Message
COM0043,PH019,REP015,PhoneCall,2025-09-27,Renewal Reminder
COM0044,PH020,REP016,Email,2025-10-03,Policy Update
COM0045,PH021,REP015,PostalMail,2025-09-06,Welcome Message
COM0046,PH021,REP001,PhoneCall,2025-08-11,Welcome Message
COM0047,PH022,REP020,SMS,2025-01-13,Payment Confirmation
COM0048,PH022,REP017,Email,2025-09-09,Payment Confirmation
COM0049,PH022,REP020,Email,2025-12-31,Payment Confirmation
COM0050,PH023,REP002,SMS,2025-08-23,Policy Update
COM0051,PH023,REP001,Email,2025-05-05,Payment Confirmation
COM0052,PH024,REP018,SMS,2025-03-13,Payment Confirmation
COM0053,PH024,REP020,PhoneCall,2025-06-24,Service Request Update
COM0054,PH025,REP013,SMS,2025-12-16,Policy Update
COM0055,PH025,REP005,SMS,2025-11-02,Welcome Message
COM0056,PH025,REP008,PostalMail,2025-08-04,Service Request Update
COM0057,PH026,REP003,PostalMail,2025-12-31,Policy Update
COM0058,PH026,REP018,PostalMail,2025-04-29,Policy Update
COM0059,PH026,REP016,SMS,2025-05-29,Renewal Reminder
COM0060,PH027,REP019,PhoneCall,2025-05-08,Service Request Update
COM0061,PH028,REP019,SMS,2025-02-20,Welcome Message
COM0062,PH028,REP008,SMS,2025-04-16,Renewal Reminder
COM0063,PH028,REP017,Email,2025-07-11,Policy Update
COM0064,PH029,REP003,Email,2025-04-21,Welcome Message
COM0065,PH029,REP001,SMS,2025-03-06,Welcome Message
COM0066,PH030,REP012,SMS,2025-04-07,Policy Update
COM0067,PH031,REP003,PhoneCall,2025-06-22,Payment Confirmation
COM0068,PH031,REP003,PostalMail,2025-07-26,Policy Update
COM0069,PH031,REP009,Email,2025-03-09,Policy Update
COM0070,PH032,REP018,Email,2025-10-26,Renewal Reminder
COM0071,PH033,REP016,Email,2025-10-20,Policy Update
COM0072,PH033,REP008,Email,2025-10-12,Service Request Update
COM0073,PH034,REP002,Email,2025-10-08,Payment Confirmation
COM0074,PH035,REP004,Email,2025-09-30,Welcome Message
COM0075,PH035,REP005,Email,2025-12-17,Renewal Reminder
COM0076,PH035,REP016,SMS,2025-08-24,Renewal Reminder
COM0077,PH036,REP006,SMS,2025-11-22,Policy Update
COM0078,PH036,REP007,SMS,2025-12-24,Service Request Update
COM0079,PH036,REP019,PhoneCall,2025-10-22,Welcome Message
COM0080,PH037,REP014,PostalMail,2025-04-13,Payment Confirmation
COM0081,PH038,REP010,SMS,2025-05-04,Service Request Update
COM0082,PH038,REP007,Email,2025-08-31,Renewal Reminder
COM0083,PH038,REP002,Email,2025-02-06,Payment Confirmation
COM0084,PH039,REP012,PhoneCall,2025-02-03,Policy Update
COM0085,PH040,REP003,SMS,2025-08-23,Renewal Reminder
COM0086,PH040,REP016,PhoneCall,2025-05-05,Payment Confirmation
COM0087,PH040,REP011,PostalMail,2025-10-23,Policy Update
COM0088,PH041,REP008,PostalMail,2025-02-08,Welcome Message
COM0089,PH042,REP007,Email,2025-10-11,Policy Update
COM0090,PH042,REP003,SMS,2025-12-31,Payment Confirmation
COM0091,PH042,REP013,PostalMail,2025-02-01,Renewal Reminder
COM0092,PH043,REP011,SMS,2025-03-07,Service Request Update
COM0093,PH044,REP009,PhoneCall,2025-11-29,Service Request Update
COM0094,PH045,REP011,SMS,2025-12-08,Welcome Message
COM0095,PH045,REP007,SMS,2025-08-05,Policy Update
COM0096,PH046,REP010,SMS,2025-06-16,Payment Confirmation
COM0097,PH047,REP004,SMS,2025-03-02,Service Request Update
COM0098,PH047,REP018,SMS,2025-04-26,Payment Confirmation
COM0099,PH048,REP009,PhoneCall,2025-02-08,Welcome Message
COM0100,PH049,REP012,PostalMail,2025-08-28,Payment Confirmation
COM0101,PH049,REP003,Email,2025-11-12,Policy Update
COM0102,PH049,REP009,SMS,2025-03-04,Policy Update
COM0103,PH050,REP008,Email,2025-04-29,Welcome Message
COM0104,PH050,REP015,SMS,2025-11-16,Policy Update
COM0105,PH051,REP007,Email,2025-07-23,Renewal Reminder
COM0106,PH051,REP010,SMS,2025-06-11,Welcome Message
COM0107,PH052,REP017,SMS,2025-04-30,Welcome Message
COM0108,PH053,REP020,PhoneCall,2025-11-30,Renewal Reminder
COM0109,PH054,REP002,SMS,2025-08-27,Policy Update
COM0110,PH055,REP019,PhoneCall,2025-09-24,Service Request Update
COM0111,PH055,REP020,PostalMail,2025-12-28,Service Request Update
COM0112,PH056,REP002,PostalMail,2025-06-18,Renewal Reminder
COM0113,PH057,REP001,PostalMail,2025-05-04,Welcome Message
COM0114,PH058,REP015,Email,2025-03-12,Policy Update
COM0115,PH059,REP014,PhoneCall,2025-02-13,Service Request Update
COM0116,PH060,REP001,Email,2025-02-07,Service Request Update
COM0117,PH061,REP007,Email,2025-10-17,Payment Confirmation
COM0118,PH061,REP003,PhoneCall,2025-05-30,Policy Update
COM0119,PH062,REP003,PostalMail,2025-03-06,Payment Confirmation
COM0120,PH063,REP012,SMS,2025-08-15,Renewal Reminder
COM0121,PH063,REP017,SMS,2025-08-06,Welcome Message
COM0122,PH063,REP006,PhoneCall,2025-04-29,Welcome Message
COM0123,PH064,REP013,PostalMail,2025-04-08,Renewal Reminder
COM0124,PH064,REP001,PhoneCall,2025-03-01,Payment Confirmation
COM0125,PH065,REP019,PhoneCall,2025-04-23,Welcome Message
COM0126,PH066,REP012,Email,2025-07-21,Service Request Update
COM0127,PH066,REP019,PostalMail,2025-11-01,Welcome Message
COM0128,PH067,REP015,SMS,2025-06-29,Payment Confirmation
COM0129,PH067,REP013,PhoneCall,2025-07-26,Welcome Message
COM0130,PH067,REP012,PhoneCall,2025-12-30,Welcome Message
COM0131,PH068,REP010,PhoneCall,2025-08-10,Service Request Update
COM0132,PH069,REP002,Email,2025-06-26,Service Request Update
COM0133,PH070,REP010,Email,2025-04-20,Service Request Update
COM0134,PH071,REP010,PostalMail,2025-08-15,Welcome Message
COM0135,PH071,REP013,PostalMail,2025-08-24,Policy Update
COM0136,PH071,REP002,PhoneCall,2025-08-04,Policy Update
COM0137,PH072,REP019,Email,2025-10-14,Service Request Update
COM0138,PH073,REP011,SMS,2025-06-18,Payment Confirmation
COM0139,PH073,REP003,Email,2025-03-26,Policy Update
COM0140,PH074,REP005,PostalMail,2025-11-19,Welcome Message
COM0141,PH074,REP019,Email,2025-02-19,Welcome Message
COM0142,PH074,REP007,SMS,2025-11-28,Payment Confirmation
COM0143,PH075,REP008,PhoneCall,2025-06-20,Welcome Message
COM0144,PH075,REP007,PostalMail,2025-02-06,Payment Confirmation
COM0145,PH076,REP005,PhoneCall,2025-12-13,Policy Update
COM0146,PH076,REP019,PostalMail,2025-08-30,Renewal Reminder
COM0147,PH077,REP020,PhoneCall,2025-04-14,Service Request Update
COM0148,PH078,REP005,Email,2025-02-04,Payment Confirmation
COM0149,PH078,REP003,PhoneCall,2025-07-31,Service Request Update
COM0150,PH079,REP018,PhoneCall,2025-01-09,Service Request Update
COM0151,PH079,REP015,Email,2025-02-08,Service Request Update
COM0152,PH079,REP007,Email,2025-03-19,Renewal Reminder
COM0153,PH080,REP011,SMS,2025-10-07,Service Request Update
COM0154,PH081,REP013,SMS,2025-10-14,Welcome Message
COM0155,PH081,REP015,PhoneCall,2025-03-23,Payment Confirmation
COM0156,PH081,REP002,Email,2025-12-25,Service Request Update
COM0157,PH082,REP004,PostalMail,2025-06-08,Service Request Update
COM0158,PH083,REP015,SMS,2025-12-19,Payment Confirmation
COM0159,PH083,REP019,PhoneCall,2025-08-09,Policy Update
COM0160,PH084,REP011,Email,2025-10-24,Payment Confirmation
COM0161,PH084,REP016,Email,2025-01-07,Welcome Message
COM0162,PH085,REP001,PostalMail,2025-10-30,Welcome Message
COM0163,PH086,REP011,Email,2025-08-20,Payment Confirmation
COM0164,PH087,REP001,SMS,2025-05-19,Service Request Update
COM0165,PH087,REP020,PostalMail,2025-04-19,Renewal Reminder
COM0166,PH087,REP009,PhoneCall,2025-09-13,Payment Confirmation
COM0167,PH088,REP008,PostalMail,2025-09-23,Welcome Message
COM0168,PH089,REP018,Email,2025-07-25,Service Request Update
COM0169,PH090,REP019,Email,2025-05-24,Payment Confirmation
COM0170,PH091,REP007,SMS,2025-04-24,Welcome Message
COM0171,PH092,REP018,PhoneCall,2025-05-31,Service Request Update
COM0172,PH092,REP009,PostalMail,2025-04-09,Payment Confirmation
COM0173,PH092,REP003,Email,2025-07-18,Welcome Message
COM0174,PH093,REP009,PostalMail,2025-06-25,Service Request Update
COM0175,PH093,REP018,PhoneCall,2025-10-18,Renewal Reminder
COM0176,PH094,REP016,SMS,2025-08-23,Service Request Update
COM0177,PH095,REP019,PostalMail,2025-03-29,Renewal Reminder
COM0178,PH095,REP012,PostalMail,2025-04-01,Welcome Message
COM0179,PH095,REP001,Email,2025-02-16,Welcome Message
COM0180,PH096,REP009,Email,2025-10-07,Payment Confirmation
COM0181,PH096,REP011,SMS,2025-06-24,Policy Update
COM0182,PH097,REP006,PhoneCall,2025-10-21,Renewal Reminder
COM0183,PH098,REP002,SMS,2025-05-06,Renewal Reminder
COM0184,PH098,REP007,PostalMail,2025-03-29,Payment Confirmation
COM0185,PH099,REP002,PostalMail,2025-06-15,Policy Update
COM0186,PH099,REP003,PostalMail,2025-12-23,Policy Update
COM0187,PH100,REP019,PhoneCall,2025-03-23,Policy Update
COM0188,PH100,REP017,Email,2025-11-08,Welcome Message
COM0189,PH100,REP009,SMS,2025-10-19,Renewal Reminder
COM0190,PH101,REP020,PostalMail,2025-12-25,Policy Update
COM0191,PH102,REP005,Email,2025-02-06,Service Request Update
COM0192,PH102,REP004,PhoneCall,2025-01-05,Payment Confirmation
COM0193,PH103,REP020,Email,2025-01-05,Welcome Message
COM0194,PH103,REP012,PhoneCall,2025-09-05,Service Request Update
COM0195,PH103,REP009,SMS,2025-10-22,Policy Update
COM0196,PH104,REP008,SMS,2025-11-21,Policy Update
COM0197,PH104,REP005,Email,2025-06-25,Welcome Message
COM0198,PH104,REP007,PostalMail,2025-11-02,Payment Confirmation
COM0199,PH105,REP010,PhoneCall,2025-01-18,Service Request Update
COM0200,PH105,REP010,SMS,2025-10-17,Renewal Reminder
COM0201,PH106,REP009,PhoneCall,2025-03-01,Renewal Reminder
COM0202,PH106,REP013,SMS,2025-02-02,Policy Update
COM0203,PH107,REP006,PhoneCall,2025-10-08,Renewal Reminder
COM0204,PH107,REP014,PostalMail,2025-10-29,Policy Update
COM0205,PH107,REP008,PostalMail,2025-05-12,Service Request Update
COM0206,PH108,REP008,SMS,2025-11-10,Renewal Reminder
COM0207,PH108,REP013,Email,2025-04-05,Policy Update
COM0208,PH108,REP007,SMS,2025-08-26,Renewal Reminder
COM0209,PH109,REP011,SMS,2025-12-25,Policy Update
COM0210,PH110,REP011,PostalMail,2025-02-04,Payment Confirmation
COM0211,PH111,REP007,PostalMail,2025-09-08,Policy Update
COM0212,PH111,REP005,SMS,2025-11-28,Welcome Message
COM0213,PH111,REP003,PhoneCall,2025-08-01,Payment Confirmation
COM0214,PH112,REP012,SMS,2025-05-07,Welcome Message
COM0215,PH113,REP010,PostalMail,2025-08-14,Policy Update
COM0216,PH114,REP016,SMS,2025-08-17,Welcome Message
COM0217,PH114,REP003,PhoneCall,2025-06-06,Renewal Reminder
COM0218,PH115,REP003,SMS,2025-04-02,Renewal Reminder
COM0219,PH116,REP008,Email,2025-01-28,Welcome Message
COM0220,PH116,REP003,Email,2025-11-25,Payment Confirmation
COM0221,PH117,REP009,PostalMail,2025-03-04,Payment Confirmation
COM0222,PH117,REP010,SMS,2025-11-05,Renewal Reminder
COM0223,PH118,REP017,PhoneCall,2025-08-13,Payment Confirmation
COM0224,PH119,REP020,SMS,2025-07-28,Payment Confirmation
COM0225,PH119,REP012,Email,2025-11-07,Policy Update
COM0226,PH119,REP020,PostalMail,2025-06-25,Renewal Reminder
COM0227,PH120,REP001,PhoneCall,2025-10-24,Payment Confirmation
COM0228,PH121,REP014,PhoneCall,2025-01-05,Policy Update
COM0229,PH121,REP020,Email,2025-10-23,Payment Confirmation
COM0230,PH121,REP012,PostalMail,2025-05-31,Service Request Update
COM0231,PH122,REP020,PhoneCall,2025-03-02,Service Request Update
COM0232,PH123,REP006,SMS,2025-10-15,Policy Update
COM0233,PH123,REP013,PostalMail,2025-11-22,Policy Update
COM0234,PH124,REP002,SMS,2025-07-01,Welcome Message
COM0235,PH124,REP017,Email,2025-10-01,Payment Confirmation
COM0236,PH124,REP007,SMS,2025-09-24,Payment Confirmation
COM0237,PH125,REP020,PhoneCall,2025-06-30,Payment Confirmation
COM0238,PH125,REP007,Email,2025-11-11,Renewal Reminder
COM0239,PH126,REP017,Email,2025-07-21,Policy Update
COM0240,PH127,REP011,Email,2025-03-13,Policy Update
COM0241,PH128,REP007,PostalMail,2025-12-18,Welcome Message
COM0242,PH128,REP006,SMS,2025-06-29,Renewal Reminder
COM0243,PH129,REP018,PhoneCall,2025-07-01,Policy Update
COM0244,PH129,REP009,SMS,2025-06-25,Service Request Update
COM0245,PH130,REP001,SMS,2025-06-30,Service Request Update
COM0246,PH130,REP011,Email,2025-03-19,Payment Confirmation
COM0247,PH131,REP011,SMS,2025-08-06,Service Request Update
COM0248,PH132,REP007,SMS,2025-06-07,Policy Update
COM0249,PH132,REP002,PostalMail,2025-09-10,Renewal Reminder
COM0250,PH132,REP008,SMS,2025-02-12,Service Request Update
COM0251,PH133,REP001,PostalMail,2025-09-13,Service Request Update
COM0252,PH133,REP003,Email,2025-02-09,Service Request Update
COM0253,PH133,REP020,PhoneCall,2025-01-18,Policy Update
COM0254,PH134,REP003,SMS,2025-02-01,Service Request Update
COM0255,PH135,REP016,PostalMail,2025-05-29,Payment Confirmation
COM0256,PH135,REP003,PostalMail,2025-02-15,Service Request Update
COM0257,PH135,REP007,PostalMail,2025-04-27,Service Request Update
COM0258,PH136,REP013,PhoneCall,2025-01-06,Payment Confirmation
COM0259,PH136,REP019,PostalMail,2025-01-27,Payment Confirmation
COM0260,PH136,REP016,PhoneCall,2025-07-13,Payment Confirmation
COM0261,PH137,REP020,PostalMail,2025-03-29,Renewal Reminder
COM0262,PH137,REP003,PostalMail,2025-09-16,Payment Confirmation
COM0263,PH137,REP017,PostalMail,2025-10-26,Payment Confirmation
COM0264,PH138,REP013,PostalMail,2025-02-24,Policy Update
COM0265,PH138,REP020,PhoneCall,2025-06-30,Policy Update
COM0266,PH139,REP009,SMS,2025-11-15,Welcome Message
COM0267,PH140,REP010,SMS,2025-01-19,Service Request Update
COM0268,PH141,REP016,SMS,2025-05-07,Renewal Reminder
COM0269,PH141,REP011,PostalMail,2025-10-24,Policy Update
COM0270,PH141,REP008,SMS,2025-04-02,Payment Confirmation
COM0271,PH142,REP008,Email,2025-02-10,Welcome Message
COM0272,PH143,REP002,PostalMail,2025-04-26,Payment Confirmation
COM0273,PH144,REP016,SMS,2025-12-22,Welcome Message
COM0274,PH145,REP013,Email,2025-08-03,Welcome Message
COM0275,PH145,REP010,PhoneCall,2025-11-02,Payment Confirmation
COM0276,PH145,REP011,PhoneCall,2025-06-12,Welcome Message
COM0277,PH146,REP019,SMS,2025-12-07,Service Request Update
COM0278,PH146,REP008,PhoneCall,2025-02-05,Policy Update
COM0279,PH146,REP008,SMS,2025-07-30,Renewal Reminder
COM0280,PH147,REP014,SMS,2025-07-09,Renewal Reminder
COM0281,PH147,REP014,SMS,2025-08-07,Welcome Message
COM0282,PH147,REP019,SMS,2025-06-03,Policy Update
COM0283,PH148,REP003,SMS,2025-06-08,Service Request Update
COM0284,PH149,REP001,PostalMail,2025-10-31,Renewal Reminder
COM0285,PH149,REP018,Email,2025-11-21,Policy Update
COM0286,PH149,REP016,Email,2025-12-07,Renewal Reminder
COM0287,PH150,REP020,SMS,2025-05-10,Service Request Update
COM0288,PH151,REP002,Email,2025-10-05,Policy Update
COM0289,PH151,REP005,PostalMail,2025-12-26,Renewal Reminder
COM0290,PH152,REP013,Email,2025-09-05,Policy Update
COM0291,PH152,REP016,PostalMail,2025-12-19,Policy Update
COM0292,PH152,REP012,SMS,2025-11-10,Payment Confirmation
COM0293,PH153,REP011,SMS,2025-09-30,Welcome Message
COM0294,PH153,REP019,SMS,2025-08-26,Service Request Update
COM0295,PH153,REP009,SMS,2025-06-17,Payment Confirmation
COM0296,PH154,REP019,PostalMail,2025-12-08,Policy Update
COM0297,PH154,REP005,PostalMail,2025-03-11,Policy Update
COM0298,PH154,REP006,PostalMail,2025-06-02,Policy Update
COM0299,PH155,REP006,PhoneCall,2025-11-01,Policy Update
COM0300,PH155,REP009,SMS,2025-08-07,Policy Update
COM0301,PH155,REP007,PhoneCall,2025-04-10,Service Request Update
COM0302,PH156,REP006,PhoneCall,2025-12-30,Service Request Update
COM0303,PH156,REP013,PostalMail,2025-05-21,Policy Update
COM0304,PH156,REP016,SMS,2025-04-13,Welcome Message
COM0305,PH157,REP016,SMS,2025-05-29,Welcome Message
COM0306,PH157,REP016,PhoneCall,2025-01-27,Service Request Update
COM0307,PH157,REP001,PostalMail,2025-03-10,Welcome Message
COM0308,PH158,REP001,SMS,2025-11-18,Welcome Message
COM0309,PH158,REP016,PostalMail,2025-01-20,Payment Confirmation
COM0310,PH158,REP006,PostalMail,2025-02-11,Policy Update
COM0311,PH159,REP011,PostalMail,2025-02-11,Welcome Message
COM0312,PH159,REP017,SMS,2025-12-05,Payment Confirmation
COM0313,PH159,REP002,PostalMail,2025-08-19,Service Request Update
COM0314,PH160,REP006,Email,2025-05-16,Service Request Update
COM0315,PH161,REP002,PhoneCall,2025-04-08,Welcome Message
COM0316,PH162,REP020,Email,2025-08-13,Renewal Reminder
COM0317,PH162,REP009,PostalMail,2025-04-24,Policy Update
COM0318,PH162,REP015,PhoneCall,2025-10-27,Payment Confirmation
COM0319,PH163,REP012,PhoneCall,2025-10-24,Policy Update
COM0320,PH164,REP018,Email,2025-12-23,Policy Update
COM0321,PH165,REP006,SMS,2025-07-01,Policy Update
COM0322,PH165,REP018,Email,2025-11-28,Service Request Update
COM0323,PH166,REP019,SMS,2025-03-01,Policy Update
COM0324,PH166,REP013,PostalMail,2025-01-05,Renewal Reminder
COM0325,PH166,REP020,PhoneCall,2025-02-15,Policy Update
COM0326,PH167,REP011,SMS,2025-06-17,Welcome Message
COM0327,PH168,REP009,SMS,2025-11-04,Payment Confirmation
COM0328,PH168,REP013,PostalMail,2025-07-26,Welcome Message
COM0329,PH169,REP012,PhoneCall,2025-02-04,Welcome Message
COM0330,PH170,REP009,Email,2025-07-11,Renewal Reminder
COM0331,PH170,REP018,SMS,2025-12-15,Payment Confirmation
COM0332,PH171,REP004,PostalMail,2025-08-22,Renewal Reminder
COM0333,PH171,REP013,PostalMail,2025-11-04,Payment Confirmation
COM0334,PH172,REP005,Email,2025-10-11,Payment Confirmation
COM0335,PH173,REP010,Email,2025-11-26,Service Request Update
COM0336,PH173,REP019,SMS,2025-02-20,Policy Update
COM0337,PH173,REP001,SMS,2025-03-25,Policy Update
COM0338,PH174,REP013,SMS,2025-09-05,Welcome Message
COM0339,PH174,REP020,PhoneCall,2025-10-05,Renewal Reminder
COM0340,PH175,REP016,SMS,2025-03-05,Payment Confirmation
COM0341,PH175,REP006,PhoneCall,2025-11-28,Service Request Update
COM0342,PH176,REP009,Email,2025-03-06,Policy Update
COM0343,PH177,REP003,SMS,2025-03-20,Payment Confirmation
COM0344,PH178,REP017,PhoneCall,2025-10-20,Service Request Update
COM0345,PH178,REP015,Email,2025-03-17,Renewal Reminder
COM0346,PH178,REP006,PostalMail,2025-10-01,Policy Update
COM0347,PH179,REP009,Email,2025-11-10,Renewal Reminder
COM0348,PH179,REP002,PhoneCall,2025-04-03,Payment Confirmation
COM0349,PH179,REP001,PhoneCall,2025-11-03,Welcome Message
COM0350,PH180,REP011,PhoneCall,2025-11-28,Renewal Reminder
COM0351,PH180,REP012,Email,2025-01-25,Policy Update
COM0352,PH181,REP013,Email,2025-01-09,Welcome Message
COM0353,PH181,REP001,PhoneCall,2025-07-05,Welcome Message
COM0354,PH181,REP020,PhoneCall,2025-10-20,Payment Confirmation
COM0355,PH182,REP016,SMS,2025-02-12,Welcome Message
COM0356,PH182,REP017,Email,2025-06-20,Welcome Message
COM0357,PH182,REP007,PostalMail,2025-11-16,Service Request Update
COM0358,PH183,REP019,PhoneCall,2025-01-30,Policy Update
COM0359,PH184,REP019,Email,2025-01-27,Service Request Update
COM0360,PH184,REP013,PhoneCall,2025-02-13,Policy Update
COM0361,PH185,REP014,SMS,2025-06-24,Renewal Reminder
COM0362,PH185,REP006,Email,2025-04-09,Renewal Reminder
COM0363,PH186,REP007,Email,2025-06-18,Payment Confirmation
COM0364,PH186,REP017,Email,2025-06-04,Payment Confirmation
COM0365,PH187,REP018,SMS,2025-12-04,Policy Update
COM0366,PH188,REP008,PostalMail,2025-04-14,Welcome Message
COM0367,PH189,REP003,SMS,2025-02-25,Renewal Reminder
COM0368,PH190,REP015,SMS,2025-04-12,Payment Confirmation
COM0369,PH190,REP013,PostalMail,2025-05-02,Welcome Message
COM0370,PH190,REP016,PostalMail,2025-09-26,Payment Confirmation
COM0371,PH191,REP006,SMS,2025-07-13,Welcome Message
COM0372,PH191,REP009,SMS,2025-09-15,Policy Update
COM0373,PH191,REP014,SMS,2025-01-22,Policy Update
COM0374,PH192,REP014,Email,2025-12-30,Payment Confirmation
COM0375,PH193,REP014,SMS,2025-01-30,Payment Confirmation
COM0376,PH194,REP003,SMS,2025-06-26,Service Request Update
COM0377,PH195,REP001,PhoneCall,2025-06-21,Service Request Update
COM0378,PH195,REP020,PhoneCall,2025-12-18,Policy Update
COM0379,PH195,REP020,PhoneCall,2025-07-13,Policy Update
COM0380,PH196,REP019,PhoneCall,2025-07-01,Renewal Reminder
COM0381,PH197,REP004,SMS,2025-11-14,Payment Confirmation
COM0382,PH198,REP014,PostalMail,2025-10-25,Renewal Reminder
COM0383,PH199,REP013,SMS,2025-09-20,Policy Update
COM0384,PH199,REP019,SMS,2025-02-11,Service Request Update
COM0385,PH199,REP013,SMS,2025-10-05,Renewal Reminder
COM0386,PH200,REP019,SMS,2025-09-16,Service Request Update
COM0387,PH200,REP015,Email,2025-09-20,Renewal Reminder
COM0388,PH200,REP017,PostalMail,2025-10-04,Welcome Message
COM0389,PH201,REP017,PhoneCall,2025-03-03,Renewal Reminder
COM0390,PH201,REP017,Email,2025-08-09,Policy Update
COM0391,PH202,REP008,Email,2025-10-11,Service Request Update
COM0392,PH203,REP012,PostalMail,2025-07-16,Service Request Update
COM0393,PH203,REP007,PostalMail,2025-09-14,Service Request Update
COM0394,PH203,REP002,Email,2025-01-09,Welcome Message
COM0395,PH204,REP018,PostalMail,2025-12-22,Welcome Message
COM0396,PH204,REP008,PhoneCall,2025-07-31,Policy Update
COM0397,PH204,REP006,PostalMail,2025-09-17,Welcome Message
COM0398,PH205,REP006,PhoneCall,2025-08-21,Service Request Update
COM0399,PH206,REP018,SMS,2025-11-03,Payment Confirmation
COM0400,PH206,REP007,Email,2025-04-11,Service Request Update
COM0401,PH207,REP004,Email,2025-08-13,Payment Confirmation
COM0402,PH207,REP005,SMS,2025-01-29,Policy Update
COM0403,PH207,REP009,SMS,2025-08-02,Renewal Reminder
COM0404,PH208,REP013,PhoneCall,2025-08-14,Service Request Update
COM0405,PH208,REP003,SMS,2025-03-30,Policy Update
COM0406,PH208,REP004,SMS,2025-06-08,Policy Update
COM0407,PH209,REP001,PostalMail,2025-06-22,Policy Update
COM0408,PH209,REP002,SMS,2025-12-21,Payment Confirmation
COM0409,PH210,REP009,PhoneCall,2025-12-21,Payment Confirmation
COM0410,PH211,REP007,PostalMail,2025-08-09,Renewal Reminder
COM0411,PH211,REP012,SMS,2025-05-27,Policy Update
COM0412,PH212,REP002,PostalMail,2025-01-04,Welcome Message
COM0413,PH213,REP012,SMS,2025-03-14,Renewal Reminder
COM0414,PH213,REP001,SMS,2025-06-27,Service Request Update
COM0415,PH213,REP011,SMS,2025-06-19,Service Request Update
COM0416,PH214,REP010,PostalMail,2025-10-28,Service Request Update
COM0417,PH215,REP002,PostalMail,2025-08-18,Welcome Message
COM0418,PH215,REP019,PhoneCall,2025-10-31,Welcome Message
COM0419,PH215,REP016,Email,2025-05-19,Renewal Reminder
COM0420,PH216,REP003,Email,2025-02-17,Payment Confirmation
COM0421,PH217,REP010,Email,2025-10-07,Payment Confirmation
COM0422,PH217,REP014,SMS,2025-04-30,Policy Update
COM0423,PH218,REP014,SMS,2025-09-01,Payment Confirmation
COM0424,PH218,REP020,PhoneCall,2025-06-20,Service Request Update
COM0425,PH218,REP020,SMS,2025-07-08,Welcome Message
COM0426,PH219,REP001,Email,2025-04-20,Service Request Update
COM0427,PH220,REP009,Email,2025-03-27,Payment Confirmation
COM0428,PH220,REP011,PhoneCall,2025-07-27,Welcome Message
COM0429,PH221,REP016,Email,2025-07-28,Service Request Update
COM0430,PH221,REP005,Email,2025-12-01,Welcome Message
